250,250,250,250,250,250,250,250,252,249,253,245,247,251,155,39,85,100,121,149,157,113,94,209,253,251,250,253,249,250,246,252,249,247,251,236,101,126,171,157,159,161,166,182,132,65,232,250,245,250,252,248,251,248,249,250,250,250,251,251
250,250,250,250,250,250,250,250,246,251,248,253,250,252,209,58,94,143,169,171,170,165,127,99,230,250,243,248,245,251,251,250,248,249,247,154,116,167,181,180,166,157,154,166,120,117,246,245,254,241,252,250,249,252,248,250,250,250,251,251
250,250,250,250,250,250,250,250,251,250,250,247,251,250,240,76,109,170,178,170,157,165,173,121,138,247,249,248,252,250,251,248,250,248,216,102,173,203,215,216,218,190,167,159,103,185,250,246,249,253,248,247,251,249,252,250,250,250,251,251
250,250,250,250,250,250,250,250,251,249,250,251,249,248,250,114,121,172,168,159,154,176,187,161,114,218,251,252,246,249,248,250,239,247,165,145,194,189,170,161,177,207,195,155,99,216,249,246,250,250,250,250,250,250,250,250,251,251,251,251
250,250,250,250,250,250,250,250,250,251,251,249,249,251,250,131,122,164,169,189,171,173,199,174,115,159,247,244,248,248,249,250,241,238,106,169,120,96,100,103,103,147,202,158,118,238,240,246,250,250,250,250,250,250,250,250,251,251,251,251
250,250,250,250,250,250,250,250,250,250,251,249,249,252,249,176,113,160,197,214,204,194,219,196,124,133,246,249,251,248,245,245,242,237,117,151,81,75,77,78,79,122,193,123,182,241,242,244,250,250,250,250,250,250,250,250,250,251,251,251
250,250,249,250,250,250,250,250,250,248,250,250,250,250,251,230,94,153,192,209,213,214,207,195,124,135,250,251,248,250,246,246,242,241,122,146,77,77,76,84,80,161,177,94,220,242,243,248,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,249,250,249,250,250,251,250,250,253,134,105,168,189,198,192,172,163,108,160,250,249,247,249,251,252,244,245,167,161,104,84,81,111,148,185,132,162,249,248,245,249,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,249,250,251,248,251,251,247,252,223,98,128,158,168,169,165,149,93,216,247,251,250,248,253,247,245,248,209,127,183,132,129,182,192,147,103,220,246,249,248,249,250,250,250,250,250,250,250,250,250,250,250,251
250,250,250,250,250,250,250,250,249,251,251,249,250,251,248,245,245,219,76,81,138,153,131,66,142,251,248,251,251,249,252,248,249,250,239,95,128,172,184,171,146,74,209,250,248,246,248,253,250,250,250,249,250,250,250,250,250,250,250,251
250,250,250,250,249,250,250,250,249,250,250,249,249,248,252,249,245,246,221,146,83,74,107,186,246,250,253,247,248,251,249,249,248,244,240,221,138,92,103,96,82,198,251,247,248,249,251,248,250,250,249,249,250,250,250,250,250,250,250,251
250,250,250,250,250,250,250,250,250,250,251,251,250,249,248,247,249,250,252,255,229,208,246,254,248,249,249,250,250,251,251,251,253,243,243,253,245,165,143,143,209,250,251,247,252,250,254,250,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,250,250,250,251,250,250,249,248,251,248,248,253,254,249,255,249,249,249,250,250,250,250,250,250,245,254,252,248,253,247,251,251,251,254,248,251,254,247,249,249,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,248,251,254,247,252,253,249,248,250,250,250,250,250,250,250,249,251,253,248,250,251,249,250,252,254,251,248,250,249,248,253,250,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,250,250,250,250,250,250,251,251,250,250,250,245,249,250,246,253,250,250,250,250,250,250,249,249,251,248,249,253,251,250,247,248,247,250,254,252,246,251,253,248,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,251,250,250,250,250,250,251,251,252,249,248,252,252,251,251,251,250,250,250,250,250,250,250,250,251,249,252,249,248,252,252,251,253,250,252,250,250,251,248,250,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,251,250,250,250,250,250,250,250,249,252,250,254,247,248,251,246,250,250,250,250,250,250,250,250,250,247,251,249,250,248,250,250,250,249,247,247,252,251,248,252,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,251,246,249,248,254,254,249,250,250,250,250,250,250,250,250,249,253,253,247,248,251,253,250,249,253,253,251,251,250,250,250,250,250,250,250,250,250,250,250,250,250,251,251
250,250,250,250,250,250,250,250,249,250,250,250,250,250,250,250,249,252,251,252,248,250,246,252,250,250,250,250,250,250,250,250,250,251,248,251,252,248,249,250,251,248,247,251,250,248,252,250,250,250,250,250,250,250,250,250,250,250,251,251
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,250,250,250,251
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,250,250,250,250
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,254,254,255,255,255,254,254,255,255,255,255,255,255,255,255,254,254,254,254
